Last Update,Confirmed,Deaths,Latitude,Longitude,Province/State,Recovered
1/23/20 17:00,,,,,,
1/25/20 17:00,4.0,,,,,
1/26/20 16:00,4.0,,,,,
1/27/20 23:59,4.0,,,,New South Wales,
1/27/20 23:59,1.0,,,,Victoria,
1/28/20 23:00,4.0,,,,New South Wales,
1/28/20 23:00,1.0,,,,Victoria,
1/29/20 19:30,4.0,,,,New South Wales,
1/29/20 19:30,1.0,,,,Victoria,
1/30/20 16:00,4.0,,,,New South Wales,2.0
1/30/20 16:00,2.0,,,,Victoria,
1/30/20 16:00,3.0,,,,Queensland,
1/31/2020 23:59,4.0,,,,New South Wales,2.0
1/31/2020 23:59,3.0,,,,Victoria,
1/31/2020 23:59,2.0,,,,Queensland,
2/1/2020 18:12,4.0,0.0,,,New South Wales,2.0
2/1/2020 18:12,4.0,0.0,,,Victoria,0.0
2/1/2020 18:12,3.0,0.0,,,Queensland,0.0
2/1/2020 18:12,1.0,0.0,,,South Australia,0.0
2020-02-01T18:12:49,4.0,0.0,,,New South Wales,2.0
2020-02-01T18:12:49,4.0,0.0,,,Victoria,0.0
2020-02-02T22:33:07,2.0,0.0,,,Queensland,0.0
2020-02-02T22:33:07,2.0,0.0,,,South Australia,0.0
2020-02-01T18:12:49,4.0,0.0,,,New South Wales,2.0
2020-02-01T18:12:49,4.0,0.0,,,Victoria,0.0
2020-02-02T22:33:07,2.0,0.0,,,Queensland,0.0
2020-02-02T22:33:07,2.0,0.0,,,South Australia,0.0
2020-02-01T18:12:49,4.0,0.0,,,New South Wales,2.0
2020-02-01T18:12:49,4.0,0.0,,,Victoria,0.0
2020-02-04T16:53:03,3.0,0.0,,,Queensland,0.0
2020-02-02T22:33:07,2.0,0.0,,,South Australia,0.0
2020-02-01T18:12:49,4.0,0.0,,,New South Wales,2.0
2020-02-01T18:12:49,4.0,0.0,,,Victoria,0.0
2020-02-04T16:53:03,3.0,0.0,,,Queensland,0.0
2020-02-02T22:33:07,2.0,0.0,,,South Australia,0.0
2020-02-06T03:13:22,4.0,0.0,,,New South Wales,2.0
2020-02-06T02:53:03,4.0,0.0,,,Queensland,0.0
2020-02-01T18:12:49,4.0,0.0,,,Victoria,0.0
