Last Update,Confirmed,Deaths,Latitude,Longitude,Province/State,Recovered
2020-02-13T18:53:02,1.0,0.0,,,"San Antonio, TX",0.0
2020-02-09T07:03:04,1.0,0.0,,,"Seattle, WA",1.0
2020-02-01T19:43:03,1.0,0.0,,,"Tempe, AZ",0.0
2020-02-09T19:03:03,2.0,0.0,,,"Chicago, IL",2.0
2020-02-03T03:53:02,2.0,0.0,,,"San Benito, CA",0.0
2020-02-13T03:13:08,2.0,0.0,,,"San Diego County, CA",0.0
2020-02-03T00:43:02,2.0,0.0,,,"Santa Clara, CA",0.0
2020-02-01T19:43:03,1.0,0.0,,,"Boston, MA",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Los Angeles, CA",0.0
2020-02-05T21:53:02,1.0,0.0,,,"Madison, WI",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Orange, CA",0.0
2020-02-13T18:53:02,1.0,0.0,,,"San Antonio, TX",0.0
2020-02-09T07:03:04,1.0,0.0,,,"Seattle, WA",1.0
2020-02-01T19:43:03,1.0,0.0,,,"Tempe, AZ",0.0
2020-02-09T19:03:03,2.0,0.0,,,"Chicago, IL",2.0
2020-02-03T03:53:02,2.0,0.0,,,"San Benito, CA",0.0
2020-02-13T03:13:08,2.0,0.0,,,"San Diego County, CA",0.0
2020-02-03T00:43:02,2.0,0.0,,,"Santa Clara, CA",0.0
2020-02-01T19:43:03,1.0,0.0,,,"Boston, MA",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Los Angeles, CA",0.0
2020-02-05T21:53:02,1.0,0.0,,,"Madison, WI",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Orange, CA",0.0
2020-02-13T18:53:02,1.0,0.0,,,"San Antonio, TX",0.0
2020-02-09T07:03:04,1.0,0.0,,,"Seattle, WA",1.0
2020-02-01T19:43:03,1.0,0.0,,,"Tempe, AZ",0.0
2020-02-09T19:03:03,2.0,0.0,,,"Chicago, IL",2.0
2020-02-03T03:53:02,2.0,0.0,,,"San Benito, CA",0.0
2020-02-13T03:13:08,2.0,0.0,,,"San Diego County, CA",0.0
2020-02-03T00:43:02,2.0,0.0,,,"Santa Clara, CA",0.0
2020-02-01T19:43:03,1.0,0.0,,,"Boston, MA",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Los Angeles, CA",0.0
2020-02-05T21:53:02,1.0,0.0,,,"Madison, WI",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Orange, CA",0.0
2020-02-13T18:53:02,1.0,0.0,,,"San Antonio, TX",0.0
2020-02-09T07:03:04,1.0,0.0,,,"Seattle, WA",1.0
2020-02-01T19:43:03,1.0,0.0,,,"Tempe, AZ",0.0
2020-02-09T19:03:03,2.0,0.0,,,"Chicago, IL",2.0
2020-02-03T03:53:02,2.0,0.0,,,"San Benito, CA",0.0
2020-02-13T03:13:08,2.0,0.0,,,"San Diego County, CA",0.0
2020-02-03T00:43:02,2.0,0.0,,,"Santa Clara, CA",0.0
2020-02-01T19:43:03,1.0,0.0,,,"Boston, MA",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Los Angeles, CA",0.0
2020-02-05T21:53:02,1.0,0.0,,,"Madison, WI",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Orange, CA",0.0
2020-02-13T18:53:02,1.0,0.0,,,"San Antonio, TX",0.0
2020-02-09T07:03:04,1.0,0.0,,,"Seattle, WA",1.0
2020-02-01T19:43:03,1.0,0.0,,,"Tempe, AZ",0.0
2020-02-09T19:03:03,2.0,0.0,,,"Chicago, IL",2.0
2020-02-03T03:53:02,2.0,0.0,,,"San Benito, CA",0.0
2020-02-13T03:13:08,2.0,0.0,,,"San Diego County, CA",0.0
2020-02-03T00:43:02,2.0,0.0,,,"Santa Clara, CA",0.0
2020-02-01T19:43:03,1.0,0.0,,,"Boston, MA",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Los Angeles, CA",0.0
2020-02-05T21:53:02,1.0,0.0,,,"Madison, WI",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Orange, CA",0.0
2020-02-13T18:53:02,1.0,0.0,,,"San Antonio, TX",0.0
2020-02-09T07:03:04,1.0,0.0,,,"Seattle, WA",1.0
2020-02-01T19:43:03,1.0,0.0,,,"Tempe, AZ",0.0
2020-02-21T23:23:06,11.0,0.0,,,"Ashland, NE",0.0
2020-02-21T23:23:06,5.0,0.0,,,"Travis, CA",0.0
2020-02-09T19:03:03,2.0,0.0,,,"Chicago, IL",2.0
2020-02-21T23:23:06,2.0,0.0,,,"Lackland, TX",0.0
2020-02-03T03:53:02,2.0,0.0,,,"San Benito, CA",0.0
2020-02-21T05:43:02,2.0,0.0,,,"San Diego County, CA",1.0
2020-02-21T05:23:04,2.0,0.0,,,"Santa Clara, CA",1.0
2020-02-01T19:43:03,1.0,0.0,,,"Boston, MA",0.0
2020-02-21T05:13:09,1.0,0.0,,,"Humboldt County, CA",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Los Angeles, CA",0.0
2020-02-05T21:53:02,1.0,0.0,,,"Madison, WI",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Orange, CA",0.0
2020-02-21T23:13:16,1.0,0.0,,,"Sacramento County, CA",0.0
2020-02-13T18:53:02,1.0,0.0,,,"San Antonio, TX",0.0
2020-02-09T07:03:04,1.0,0.0,,,"Seattle, WA",1.0
2020-02-01T19:43:03,1.0,0.0,,,"Tempe, AZ",0.0
2020-02-22T23:03:09,11.0,0.0,,,"Omaha, NE (From Diamond Princess)",0.0
2020-02-22T17:13:24,5.0,0.0,,,"Travis, CA (From Diamond Princess)",0.0
2020-02-09T19:03:03,2.0,0.0,,,"Chicago, IL",2.0
2020-02-22T17:13:24,2.0,0.0,,,"Lackland, TX (From Diamond Princess)",0.0
2020-02-03T03:53:02,2.0,0.0,,,"San Benito, CA",0.0
2020-02-21T05:43:02,2.0,0.0,,,"San Diego County, CA",1.0
2020-02-21T05:23:04,2.0,0.0,,,"Santa Clara, CA",1.0
2020-02-01T19:43:03,1.0,0.0,,,"Boston, MA",0.0
2020-02-21T05:13:09,1.0,0.0,,,"Humboldt County, CA",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Los Angeles, CA",0.0
2020-02-05T21:53:02,1.0,0.0,,,"Madison, WI",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Orange, CA",0.0
2020-02-21T23:13:16,1.0,0.0,,,"Sacramento County, CA",0.0
2020-02-13T18:53:02,1.0,0.0,,,"San Antonio, TX",0.0
2020-02-09T07:03:04,1.0,0.0,,,"Seattle, WA",1.0
2020-02-01T19:43:03,1.0,0.0,,,"Tempe, AZ",0.0
2020-02-22T23:03:09,11.0,0.0,,,"Omaha, NE (From Diamond Princess)",0.0
2020-02-22T17:13:24,5.0,0.0,,,"Travis, CA (From Diamond Princess)",0.0
2020-02-09T19:03:03,2.0,0.0,,,"Chicago, IL",2.0
2020-02-22T17:13:24,2.0,0.0,,,"Lackland, TX (From Diamond Princess)",0.0
2020-02-03T03:53:02,2.0,0.0,,,"San Benito, CA",0.0
2020-02-21T05:43:02,2.0,0.0,,,"San Diego County, CA",1.0
2020-02-21T05:23:04,2.0,0.0,,,"Santa Clara, CA",1.0
2020-02-01T19:43:03,1.0,0.0,,,"Boston, MA",0.0
2020-02-21T05:13:09,1.0,0.0,,,"Humboldt County, CA",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Los Angeles, CA",0.0
2020-02-05T21:53:02,1.0,0.0,,,"Madison, WI",0.0
2020-02-01T19:53:03,1.0,0.0,,,"Orange, CA",0.0
2020-02-21T23:13:16,1.0,0.0,,,"Sacramento County, CA",0.0
2020-02-13T18:53:02,1.0,0.0,,,"San Antonio, TX",0.0
2020-02-09T07:03:04,1.0,0.0,,,"Seattle, WA",1.0
2020-02-01T19:43:03,1.0,0.0,,,"Tempe, AZ",0.0
2020-02-24T23:33:02,36.0,0.0,,,Unassigned Location (From Diamond Princess),0.0
2020-02-09T19:03:03,2.0,0.0,,,"Chicago, IL",2.0
2020-02-03T03:53:02,2.0,0.0,,,"San Benito, CA",0.0
2020-02-21T05:43:02,2.0,0.0,,,"San Diego County, CA",1.0
2020-02-21T05:23:04,2.0,0.0,,,"Santa Clara, CA",1.0
